"ThreadID","AuthorID","Date","Time","WC","Analytic","Clout","Authentic","Tone","ppron","i","we","you","shehe","they","posemo","negemo","anx","anger","sad","focuspast","focuspresent","focusfuture"
327736,106341,"2006-09-25","14:03",219,79.17,67.59,64.86,82.85,5.48,2.28,0.91,1.37,0,0.91,3.2,0,0,0,0,3.2,8.68,0.91
364301,118148,"2007-02-16","06:28",4,1,50,1,99,0,0,0,0,0,0,25,0,0,0,0,0,25,0
733722,169189,"2010-08-21","06:10",60,96.54,56.63,96.21,96.76,1.67,0,0,1.67,0,0,5,0,0,0,0,0,13.33,3.33
253808,72890,"2005-12-12","06:55",18,45.11,98.62,23.51,1,0,0,0,0,0,0,0,11.11,0,11.11,0,5.56,22.22,0
534578,160081,"2008-10-28","20:47",19,86.18,94.27,1,25.77,10.53,0,10.53,0,0,0,0,0,0,0,0,0,5.26,0
32133,8078,"2002-09-08","04:42",68,29.74,61.58,37.68,25.77,4.41,0,0,4.41,0,0,2.94,2.94,0,1.47,0,2.94,11.76,0
10331,65,"2002-01-19","05:47",189,64.38,82.96,44.08,2.47,8.47,2.12,2.65,2.65,0,1.06,0.53,3.17,0,3.17,0,2.65,5.82,1.59
283958,-1,"2007-08-03","21:22",49,72.22,88.95,46.05,64.46,12.24,6.12,0,6.12,0,0,4.08,2.04,0,0,2.04,6.12,2.04,0
275777,40817,"2006-03-07","09:10",7,5.53,50,99,25.77,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0
284511,53657,"2006-04-09","09:07",12,80.75,99,1.79,1,8.33,0,0,0,0,8.33,0,8.33,0,8.33,0,0,8.33,8.33
88364,-1,"2003-09-15","10:00",31,78.03,50,39.18,1.23,3.23,0,3.23,0,0,0,0,3.23,0,3.23,0,3.23,6.45,3.23
191868,47875,"2005-03-18","08:51",22,20.93,96.52,2.4,94.75,13.64,4.55,9.09,0,0,0,4.55,0,0,0,0,0,9.09,0
475890,83488,"2008-03-31","02:51",99,59.39,76.03,20.99,12.41,6.06,0,1.01,2.02,0,3.03,0,1.01,0,1.01,0,3.03,13.13,0
127470,118,"2004-04-16","15:45",178,87.35,88.09,2.84,25.77,7.3,0.56,0,0,6.74,0,1.69,1.69,0.56,0.56,0,7.3,5.62,0.56
274433,90753,"2006-03-01","10:23",12,1.8,20.24,74.76,99,0,0,0,0,0,0,16.67,0,0,0,0,0,8.33,0
719821,48929,"2010-11-01","08:35",282,41.79,58.41,15.43,20.41,8.87,2.48,0.35,1.06,1.77,3.19,2.84,3.19,0,1.77,1.42,3.9,10.99,1.77
567090,157228,"2009-01-31","03:45",9,4.38,1.38,99,25.77,22.22,22.22,0,0,0,0,0,0,0,0,0,0,11.11,0
429702,79334,"2007-10-17","17:42",19,76.19,50,4.05,25.77,5.26,5.26,0,0,0,0,0,0,0,0,0,5.26,15.79,0
439250,129369,"2007-11-25","23:37",52,64.27,50,17.46,62.24,3.85,1.92,0,0,0,1.92,3.85,1.92,0,0,0,0,15.38,3.85
355944,83488,"2007-01-22","05:05",229,42.51,77.1,18.95,19.27,10.04,1.31,0.44,4.37,0.44,3.49,2.62,3.06,0.44,2.18,0.44,1.75,13.54,0.44
343416,83270,"2006-11-22","08:21",177,42.45,81.7,7.67,94.61,10.73,2.82,1.13,0.56,5.08,1.13,5.08,0.56,0.56,0,0,1.13,9.04,1.13
138458,118,"2004-06-18","17:05",50,98.46,50,6.7,91.14,4,2,0,0,0,2,6,2,0,0,2,0,8,0
325458,110,"2006-09-11","05:26",75,69.57,70.32,34.86,25.77,8,4,2.67,0,0,1.33,1.33,1.33,0,0,0,9.33,2.67,1.33
637486,149762,"2009-09-08","00:27",22,87.28,32.48,96.4,1,9.09,9.09,0,0,0,0,4.55,9.09,0,0,0,4.55,9.09,0
283541,38794,"2006-04-07","21:31",77,89.94,60.26,9.09,25.77,6.49,2.6,0,0,2.6,1.3,1.3,1.3,0,1.3,0,5.19,3.9,1.3
754283,220509,"2010-11-05","22:06",58,35.07,97.09,11.5,99,15.52,1.72,0,6.9,5.17,1.72,6.9,0,0,0,0,3.45,15.52,0
373611,109013,"2007-03-21","18:18",108,8.4,71.09,2.56,98.27,12.96,1.85,0,4.63,4.63,1.85,6.48,0.93,0,0,0.93,6.48,9.26,0
408490,59603,"2007-08-03","06:47",60,32.98,30.86,99,84.54,13.33,11.67,0,1.67,0,0,3.33,0,0,0,0,5,10,1.67
145223,1582,"2004-12-16","07:26",36,68.15,13.32,74.76,2.09,5.56,5.56,0,0,0,0,0,2.78,0,2.78,0,2.78,11.11,0
254359,72197,"2005-12-16","07:10",25,51.43,50,1,1,8,4,0,0,4,0,0,8,0,0,4,8,4,0
501431,118148,"2008-06-26","20:10",95,71.3,66.32,57.32,1,10.53,4.21,0,0,6.32,0,0,4.21,0,4.21,0,5.26,6.32,0
555543,19984,"2009-01-01","23:29",2,1.8,50,1,25.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279233,84070,"2006-03-21","01:59",51,77.76,50,66.34,25.77,5.88,3.92,0,1.96,0,0,3.92,3.92,0,1.96,1.96,3.92,9.8,0
412852,34292,"2007-08-19","07:20",23,98.12,80.77,1,25.77,0,0,0,0,0,0,0,0,0,0,0,0,4.35,0
237443,73740,"2005-10-13","02:45",18,85.72,50,87.07,99,0,0,0,0,0,0,16.67,0,0,0,0,5.56,5.56,0
252620,77054,"2005-12-12","10:02",86,11.64,45.37,21.56,69.6,5.81,0,2.33,0,0,3.49,4.65,2.33,0,0,0,2.33,13.95,1.16
287524,89859,"2006-04-20","13:35",121,51.9,37.05,73.64,72.22,9.09,5.79,1.65,0.83,0,0.83,3.31,0.83,0,0,0,0.83,12.4,0
237787,74000,"2005-10-17","14:40",514,41.42,81.98,20.02,25.77,14.59,7.2,0.58,1.95,3.5,1.36,1.75,1.75,0.19,0.97,0.19,9.73,7.39,1.75
783717,206881,"2011-03-03","03:00",10,24.86,1,43.37,1,10,10,0,0,0,0,0,10,0,0,0,0,20,0
733962,221678,"2010-08-25","21:56",117,68.7,22.08,46.75,73.64,6.84,3.42,0,3.42,0,0,2.56,0,0,0,0,0,14.53,0.85
45244,13359,"2002-12-10","22:03",59,40.89,98.55,34.72,85.2,13.56,3.39,10.17,0,0,0,5.08,1.69,0,1.69,0,0,13.56,3.39
246014,101907,"2007-08-18","11:32",75,40.12,55.29,27.06,50.67,2.67,0,0,2.67,0,0,2.67,1.33,0,1.33,0,4,8,1.33
285392,90877,"2006-04-12","10:45",5,51.43,99,1,99,20,0,0,20,0,0,20,0,0,0,0,0,0,0
273525,83287,"2006-02-28","07:51",15,69.57,50,1,99,0,0,0,0,0,0,20,0,0,0,0,6.67,13.33,0
358212,5835,"2007-01-26","02:39",16,54.96,73.4,35.37,99,0,0,0,0,0,0,25,0,0,0,0,12.5,6.25,6.25
68032,5720,"2003-05-09","03:59",106,38.66,57.49,12.68,89.18,11.32,3.77,0,0,0,7.55,3.77,0,0,0,0,0,12.26,1.89
260309,40817,"2006-01-07","11:49",38,2.78,85.38,50.35,74.74,15.79,0,0,5.26,0,10.53,2.63,0,0,0,0,0,18.42,7.89
847248,246516,"2011-12-09","21:52",63,71.14,73.73,8.33,25.77,3.17,1.59,0,0,0,1.59,1.59,1.59,0,0,1.59,0,12.7,0
277692,90877,"2006-03-13","19:22",161,71.8,82.43,38.54,36.71,14.29,4.35,0.62,0,2.48,6.83,2.48,1.86,0.62,0,0,8.07,6.21,0
258009,54568,"2005-12-29","23:50",192,30.59,52.08,68.89,55.21,13.02,7.29,1.04,3.65,0.52,0.52,3.12,1.56,0,1.04,0,4.69,11.46,0.52
409391,98061,"2007-08-06","21:41",59,45.63,96.87,1,99,10.17,0,3.39,0,6.78,0,6.78,0,0,0,0,0,18.64,3.39
57177,51,"2003-02-22","18:59",108,58.22,60.95,4.97,60.88,7.41,0.93,0,0,5.56,0.93,3.7,1.85,0,0.93,0,4.63,11.11,0.93
376658,77054,"2007-04-06","08:10",131,91.22,56.07,16.96,7.88,0,0,0,0,0,0,0,1.53,0,0,0,6.11,3.82,0.76
111147,37345,"2004-01-22","23:49",94,59.82,85.63,4.23,1.3,10.64,2.13,0,1.06,7.45,0,1.06,4.26,2.13,2.13,0,7.45,10.64,3.19
251486,82324,"2005-12-03","23:10",73,61.43,65.96,72.89,2.2,10.96,6.85,0,2.74,0,1.37,1.37,4.11,1.37,2.74,1.37,4.11,10.96,1.37
511921,155273,"2008-08-19","22:20",138,82.81,80.77,27.39,8.47,9.42,2.17,0.72,0,5.07,1.45,0,1.45,0,0.72,0,5.8,8.7,0
472752,61230,"2008-03-03","20:05",215,78.82,55.54,52.64,5.72,8.37,4.19,1.4,0.93,0,1.86,1.4,3.26,0.47,0.93,0.47,4.65,11.16,1.4
183262,56824,"2007-01-19","22:44",94,27.85,5.55,97.67,11.87,8.51,8.51,0,0,0,0,0,1.06,0,0,0,4.26,12.77,3.19
368966,54960,"2007-03-07","07:28",294,79.74,84.63,41.61,3.31,10.2,1.7,0,5.44,0.34,2.72,2.04,4.42,0,4.08,0,1.36,9.52,0.68
126479,7587,"2004-10-15","07:40",31,84.23,37.35,99,83.22,3.23,3.23,0,0,0,0,3.23,0,0,0,0,6.45,9.68,0
506744,118148,"2008-07-22","00:38",133,56.97,87.04,8.55,68.35,11.28,1.5,0,6.02,0,3.76,2.26,0,0,0,0,0.75,16.54,2.26
441447,93243,"2007-12-01","21:24",91,20.83,33.02,28.45,25.77,6.59,2.2,2.2,1.1,0,1.1,3.3,3.3,0,2.2,0,2.2,17.58,0
120840,36768,"2004-03-10","07:27",132,17.96,72.77,23.51,1.59,12.12,3.79,4.55,0,0,3.79,3.03,6.06,0,0.76,0,9.09,12.12,3.79
20324,6207,"2002-05-01","03:41",5,92.84,1,99,99,20,20,0,0,0,0,60,0,0,0,0,0,0,0
233343,74420,"2005-09-24","09:11",25,20.57,65.56,6.7,91.14,12,4,0,0,8,0,4,0,0,0,0,0,8,12
805697,201606,"2011-06-01","02:40",29,4.13,95.75,69.96,25.77,10.34,0,0,3.45,0,6.9,0,0,0,0,0,6.9,17.24,0
246014,51268,"2006-07-10","01:38",36,45.11,4.8,99,98.27,13.89,13.89,0,0,0,0,5.56,0,0,0,0,0,19.44,2.78
739557,47875,"2010-09-08","03:09",136,81.23,67.04,24.77,67.46,6.62,2.21,0,1.47,2.94,0,4.41,2.21,0,0.74,0.74,4.41,7.35,0
853260,236760,"2011-12-21","06:00",90,51.43,54.43,43.37,46.22,7.78,3.33,0,3.33,0,1.11,1.11,0,0,0,0,0,13.33,0
704853,83488,"2010-05-18","09:28",243,80.96,48.35,29.08,40.58,4.94,2.47,0.41,0.82,0.41,0.82,2.47,1.65,0,0.82,0,3.29,13.17,0
260916,61853,"2006-01-13","11:20",50,29.6,3.62,79.76,91.14,12,6,0,0,0,6,6,2,0,2,0,4,12,2
523358,143536,"2008-10-06","11:26",36,95.17,60.95,58.07,1,2.78,0,0,0,0,2.78,0,8.33,0,8.33,0,0,13.89,0
186315,111,"2005-02-20","00:37",24,96.08,95.2,7.84,92.4,8.33,0,0,8.33,0,0,4.17,0,0,0,0,4.17,0,0
271172,-1,"2006-02-16","12:58",65,51.43,43.89,33.6,54.74,4.62,0,1.54,1.54,0,1.54,1.54,0,0,0,0,1.54,10.77,1.54
537269,88224,"2008-11-05","20:33",125,79.83,34.44,90.31,25.77,6.4,4,0.8,0.8,0,0.8,3.2,3.2,0.8,0.8,0.8,8.8,6.4,0
530340,157124,"2008-10-15","04:23",465,76.64,60.19,8.87,14,3.87,0,0.22,0.65,0,3.01,1.94,2.8,0,0.22,1.08,1.08,9.89,2.8
835071,204054,"2011-11-18","03:50",13,64.27,98.93,17.46,25.77,7.69,0,0,7.69,0,0,0,0,0,0,0,0,15.38,0
294263,48423,"2006-05-17","06:52",8,99,50,7.84,99,0,0,0,0,0,0,12.5,0,0,0,0,0,12.5,0
138720,33834,"2004-06-21","00:13",19,12.16,99,50.35,25.77,21.05,0,10.53,0,0,10.53,0,0,0,0,0,5.26,5.26,0
342143,101744,"2006-11-16","05:02",11,92.84,18.16,1,99,0,0,0,0,0,0,9.09,0,0,0,0,9.09,9.09,0
792644,195049,"2011-04-08","21:00",40,71.61,84.14,7.84,72.57,15,7.5,5,0,0,2.5,2.5,0,0,0,0,2.5,12.5,0
479738,-1,"2008-04-08","04:36",61,74.05,25.59,52.08,83.88,6.56,4.92,0,1.64,0,0,3.28,0,0,0,0,1.64,11.48,1.64
733962,110,"2010-08-27","20:59",82,45.86,13.62,94.29,48.39,12.2,10.98,0,1.22,0,0,2.44,1.22,0,0,0,8.54,7.32,2.44
348760,39864,"2006-12-19","08:27",188,58.33,72.07,28.28,7.4,11.17,2.13,1.06,0,1.6,6.38,1.6,3.19,0.53,0.53,0,3.72,8.51,0.53
110021,31799,"2004-01-18","18:15",219,73.11,87.32,46.99,42.33,9.13,3.65,4.11,0.46,0,0.91,3.2,2.28,0,1.37,0.91,5.02,10.96,0.91
417769,130603,"2007-09-07","16:01",109,97.62,90.04,2.48,88.19,2.75,0,0,1.83,0.92,0,3.67,0,0,0,0,1.83,11.01,0.92
797526,83488,"2011-04-28","00:27",124,98.16,65.68,44.45,14.61,1.61,0,0,0,0,1.61,0.81,1.61,0,1.61,0,6.45,4.03,0.81
546834,98061,"2008-11-29","20:11",40,44.33,89.42,3.37,2.89,10,2.5,5,2.5,0,0,2.5,5,2.5,2.5,0,0,17.5,0
48436,19796,"2002-12-24","06:40",18,17.96,28.91,58.07,99,16.67,11.11,0,5.56,0,0,11.11,0,0,0,0,0,0,22.22
195117,47875,"2005-04-03","18:23",25,62.61,34.44,43.37,99,16,12,4,0,0,0,12,0,0,0,0,0,8,0
357732,107588,"2007-01-24","03:54",82,5.67,64.29,25.63,3.09,12.2,6.1,0,2.44,1.22,2.44,0,2.44,0,2.44,0,4.88,18.29,2.44
264840,79878,"2006-01-24","07:10",72,85.72,50,48.89,25.77,5.56,5.56,0,0,0,0,1.39,1.39,0,1.39,0,4.17,8.33,0
853260,231978,"2011-12-26","02:06",87,59.19,67.71,5.67,85.87,5.75,2.3,0,0,0,3.45,5.75,2.3,0,1.15,0,3.45,5.75,2.3
252620,68807,"2005-12-12","09:57",87,59.19,96.68,5.67,1,12.64,0,2.3,4.6,1.15,4.6,1.15,5.75,0,4.6,0,3.45,11.49,2.3
281891,88480,"2006-03-28","21:19",111,59.55,73.59,42.2,42.09,9.01,5.41,0,2.7,0.9,0,2.7,1.8,0.9,0,0.9,3.6,9.01,0.9
127876,64002,"2005-04-26","23:31",78,53.63,97.24,17.46,99,8.97,2.56,3.85,0,0,2.56,10.26,0,0,0,0,5.13,3.85,0
285256,111,"2006-04-12","07:01",173,73.85,54.6,15.97,6.48,4.05,0.58,0,0,0,3.47,1.73,3.47,0.58,1.73,0.58,1.73,12.72,0.58
223928,36107,"2005-08-14","00:15",171,77.46,72.06,19.27,1,4.09,0,0.58,0.58,1.75,1.17,0,4.68,0,2.34,0,6.43,5.85,0
395992,93243,"2007-06-17","01:55",27,82.52,86.68,15.12,88.52,11.11,7.41,0,3.7,0,0,7.41,3.7,0,0,3.7,0,18.52,0
630638,93046,"2009-08-18","05:34",127,38.99,73.56,10.24,3.38,9.45,0.79,2.36,0,3.15,3.15,0.79,3.15,1.57,1.57,0,2.36,13.39,0
169200,6681,"2004-12-04","07:11",156,57.24,64.99,20.36,62.24,6.41,1.28,0.64,0,0,4.49,3.85,1.92,0,1.28,0.64,3.85,10.9,0
470324,142865,"2008-03-19","03:16",147,84.78,55.4,33.04,2.25,3.4,2.04,0,1.36,0,0,2.04,4.76,0,0.68,0,2.04,9.52,0
10629,4559,"2002-01-21","10:21",56,16.87,76.25,64.41,59.59,12.5,3.57,0,7.14,0,1.79,3.57,1.79,0,0,0,5.36,14.29,1.79
440507,94400,"2007-11-28","08:10",20,77.33,84.14,43.37,25.77,0,0,0,0,0,0,0,0,0,0,0,0,20,0
322645,53655,"2006-09-02","00:35",310,89.96,73,27.54,94.59,2.9,0.65,1.94,0.32,0,0,4.84,0.32,0,0.32,0,2.9,9.35,1.61
563904,8078,"2009-01-30","02:53",3,1,50,98.01,25.77,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0
237443,59603,"2005-10-09","05:15",7,1,1,89.63,1,14.29,14.29,0,0,0,0,0,14.29,0,0,0,14.29,14.29,0
92985,34292,"2007-01-11","06:18",3,92.84,50,1,99,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0
375497,48423,"2007-03-28","04:22",46,70.3,99,27.39,25.77,10.87,0,10.87,0,0,0,0,0,0,0,0,2.17,15.22,2.17
530558,151286,"2008-10-20","08:33",229,78.18,70,10.69,67.06,9.61,3.49,1.75,3.06,0,1.31,3.93,1.75,0.44,1.31,0,1.75,13.1,0.87
220592,54541,"2005-08-02","08:59",15,99,9.13,99,25.77,13.33,13.33,0,0,0,0,0,0,0,0,0,6.67,0,0
315282,72197,"2006-08-04","06:46",3,17.96,1,98.01,25.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535533,22087,"2008-11-21","16:04",41,97.61,88.86,7.12,71.55,4.88,0,2.44,0,0,2.44,4.88,2.44,0,2.44,0,2.44,9.76,0
641816,149762,"2009-09-21","07:44",659,93.26,90.9,22.87,11.88,5.46,0.3,0.15,0.3,1.97,2.73,1.82,2.88,0.61,0.76,0.76,5.77,2.58,1.21
815530,201606,"2011-07-15","04:13",65,19.96,89.07,33.6,54.74,7.69,1.54,4.62,1.54,0,0,1.54,0,0,0,0,6.15,13.85,1.54
675169,204774,"2010-01-30","07:51",201,33.74,63.63,42.72,25.77,10.45,4.98,1,1.49,0,2.99,2.49,2.49,0,0,0,1.49,15.42,1.99
823544,240994,"2011-08-11","02:47",46,94.72,93.58,27.39,66.89,4.35,0,4.35,0,0,0,2.17,0,0,0,0,0,8.7,0
138458,32925,"2004-06-19","00:22",11,12.85,1,99,25.77,27.27,27.27,0,0,0,0,0,0,0,0,0,0,9.09,0
195157,111,"2005-03-31","16:38",13,99,50,1,99,0,0,0,0,0,0,7.69,0,0,0,0,0,7.69,0
823368,215636,"2011-08-14","04:18",56,20.29,81.4,64.41,1,8.93,3.57,3.57,0,0,1.79,1.79,5.36,0,1.79,1.79,0,17.86,1.79
305148,83270,"2006-06-26","07:07",10,92.84,15.86,43.37,25.77,0,0,0,0,0,0,0,0,0,0,0,0,10,0
120790,105011,"2007-05-10","07:52",5,92.84,50,43.37,1,0,0,0,0,0,0,0,20,0,20,0,0,0,0
376792,99958,"2007-07-06","06:03",27,25.71,86.68,92.47,88.52,11.11,7.41,0,0,0,3.7,3.7,0,0,0,0,0,18.52,3.7
245702,40817,"2005-11-11","03:02",6,17.96,50,98.01,25.77,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0
323581,97002,"2006-09-06","07:32",205,69.98,68.71,53.09,25.77,10.24,5.85,0.49,0,2.93,0.98,0.98,0.98,0,0.49,0,8.78,3.41,0.49
393648,114314,"2007-06-06","03:39",68,53.95,38.42,97.06,1,7.35,4.41,0,2.94,0,0,0,4.41,0,1.47,2.94,8.82,11.76,0
764124,149762,"2010-12-17","10:28",313,69.35,63.75,40.05,73.5,6.07,0.64,1.28,0.32,0.32,3.51,5.11,2.56,0.64,1.6,0.32,1.28,10.54,1.6
763776,149762,"2010-12-12","05:26",68,73.36,61.58,14.7,1.76,4.41,1.47,0,0,1.47,1.47,0,2.94,1.47,0,0,4.41,10.29,0
24968,8860,"2002-06-08","11:39",196,71.01,72.97,21.8,99,7.65,5.61,1.02,0,1.02,0,7.65,1.53,0,0.51,0,1.02,7.65,0
244611,57471,"2005-11-11","15:30",107,95.81,61.05,12.23,88.85,4.67,2.8,0,0,1.87,0,3.74,0,0,0,0,4.67,3.74,0
478134,109878,"2008-10-23","21:59",14,13.85,50,99,25.77,35.71,28.57,0,7.14,0,0,0,0,0,0,0,7.14,7.14,0
120790,32575,"2004-03-09","06:20",5,1,99,1,99,20,0,0,20,0,0,20,0,0,0,0,0,20,0
814062,236760,"2011-07-05","10:19",190,23.69,39.61,76.14,34.93,6.32,4.21,0,0.53,0,1.58,1.58,1.05,0,0,1.05,5.26,12.11,1.05
141479,7587,"2004-07-12","17:32",246,97.61,72.89,21.47,32.76,4.47,1.63,0.41,0,2.03,0.41,1.22,0.81,0,0.81,0,3.66,6.1,0.81
576218,148347,"2009-03-01","06:54",56,86.04,50,52.86,6.15,7.14,3.57,0,0,0,3.57,1.79,3.57,0,0,0,5.36,3.57,0
636255,171316,"2009-09-24","06:56",271,79.71,60.2,29.17,38.92,5.17,1.11,1.48,1.85,0,0.74,1.11,0.37,0,0.37,0,3.69,9.59,1.48
322343,-1,"2006-08-29","10:14",37,89.8,20.87,21.26,97.99,0,0,0,0,0,0,5.41,0,0,0,0,0,5.41,0
196680,56824,"2005-04-07","21:53",47,30.45,58.41,25.35,1,6.38,0,0,0,0,6.38,0,4.26,0,4.26,0,2.13,8.51,2.13
10633,51,"2002-01-21","14:01",331,59.25,71.7,18.9,17.05,9.97,3.93,0.91,2.11,1.51,1.51,2.42,3.02,0,2.42,0,5.74,11.78,0.3
534414,19984,"2008-11-28","07:02",53,78.54,57.49,88.81,1,7.55,1.89,0,3.77,0,1.89,1.89,5.66,0,3.77,1.89,5.66,13.21,0
424290,128505,"2007-10-01","18:25",97,22.82,79.52,34.18,1,12.37,2.06,0,5.15,0,5.15,0,4.12,0,3.09,0,2.06,10.31,2.06
400759,51993,"2007-07-14","08:34",142,83.18,21.92,83.15,52.17,8.45,7.75,0,0,0,0.7,2.11,0.7,0,0,0,7.75,3.52,0
303058,71291,"2006-06-19","01:24",56,52.45,70.4,20.57,87.2,3.57,1.79,0,0,0,1.79,3.57,0,0,0,0,7.14,8.93,0
479738,54960,"2008-05-25","02:09",63,74.89,56.31,1,82.57,1.59,1.59,0,0,0,0,4.76,1.59,0,0,1.59,0,14.29,0
195999,1613,"2005-04-06","00:57",104,8.83,89.42,57.38,62.24,14.42,0.96,4.81,4.81,1.92,1.92,2.88,0.96,0.96,0,0,8.65,7.69,1.92
58817,4284,"2003-03-03","23:55",30,95.54,74.76,3.37,99,3.33,0,0,3.33,0,0,6.67,0,0,0,0,0,0,0
252620,53296,"2005-12-11","11:55",33,47.97,96.52,70.57,25.77,15.15,0,0,0,0,15.15,0,0,0,0,0,9.09,9.09,3.03
175087,53067,"2005-01-08","22:11",71,29.18,19.91,83.15,8.79,16.9,11.27,0,0,0,5.63,0,1.41,0,0,0,2.82,14.08,0
348296,47350,"2006-12-20","06:15",92,23.89,74.3,54.89,45.75,16.3,5.43,0,9.78,0,1.09,3.26,2.17,0,0,1.09,0,21.74,0
259164,3941,"2006-01-02","11:52",248,96.01,67.13,24.89,25.77,2.42,0.4,0.81,0.4,0,0.81,2.02,2.02,0.4,0.4,0,6.05,3.23,0
799937,93243,"2011-06-05","20:04",95,68.67,70.08,57.32,45.09,10.53,4.21,2.11,0,1.05,3.16,3.16,2.11,2.11,0,0,7.37,15.79,1.05
255582,83796,"2005-12-18","05:53",62,53.27,90.14,13.99,56.22,11.29,1.61,3.23,4.84,0,1.61,1.61,0,0,0,0,3.23,9.68,1.61
371319,7587,"2007-03-12","18:07",268,98.28,76.09,37.13,25.77,6.34,0.75,1.49,0.37,0,3.73,1.49,1.49,0,1.12,0,4.48,8.21,1.49
386911,106123,"2007-05-11","09:06",17,26.21,72.17,91.95,99,5.88,5.88,0,0,0,0,17.65,0,0,0,0,5.88,11.76,0
198826,29667,"2005-04-17","16:21",109,38,94.05,22.74,42.41,11.01,1.83,0,9.17,0,0,3.67,2.75,0.92,0.92,0,0,17.43,0.92
345532,12692,"2006-12-05","01:32",23,99,33.19,1,25.77,0,0,0,0,0,0,0,0,0,0,0,0,8.7,0
783939,229430,"2011-03-03","05:12",70,96.93,55.67,43.37,78.19,2.86,0,0,1.43,1.43,0,2.86,0,0,0,0,1.43,4.29,0
293296,96137,"2006-05-12","11:37",38,4.19,70.08,33.36,99,23.68,7.89,0,0,0,15.79,7.89,0,0,0,0,0,10.53,7.89
273525,84389,"2006-03-02","05:53",69,46.46,38.58,9.25,78.8,7.25,2.9,0,4.35,0,0,2.9,0,0,0,0,2.9,8.7,2.9
634990,79334,"2009-08-30","04:02",14,13.85,99,1,99,14.29,0,7.14,0,0,7.14,14.29,0,0,0,0,0,7.14,0
222422,59337,"2005-08-14","12:36",47,97.23,93.17,51.84,25.77,10.64,2.13,2.13,0,4.26,2.13,0,0,0,0,0,10.64,2.13,0
530340,143183,"2008-10-16","17:55",456,64.94,56.98,36.05,45.93,7.46,2.85,0,3.29,0.66,0.66,3.51,2.41,0.44,0.22,0.66,3.07,12.06,1.32
135049,32485,"2004-05-30","09:57",57,67.78,98.19,50.35,6.35,10.53,0,3.51,3.51,0,3.51,1.75,3.51,0,3.51,0,0,14.04,1.75
381763,79334,"2007-04-21","06:11",66,72.52,81.84,16.48,25.77,9.09,6.06,0,0,3.03,0,1.52,1.52,0,1.52,0,3.03,7.58,0
251486,79334,"2005-12-02","23:36",155,27.12,25.93,31.24,73.91,8.39,4.52,0.65,0.65,0,2.58,3.87,1.29,0,0.65,0,6.45,10.32,1.29
362179,48929,"2007-02-07","06:23",310,76.64,69.72,8.03,20.85,6.77,0.65,1.29,0,0,4.84,1.94,2.26,0,0.32,0,1.94,10.65,0.65
785226,233836,"2011-03-08","08:04",102,94.55,65.27,89.21,1,6.86,5.88,0,0,0,0.98,0.98,4.9,0,2.94,0,4.9,2.94,0
435006,105011,"2007-11-07","05:54",4,1.8,50,1,25.77,0,0,0,0,0,0,0,0,0,0,0,0,25,0
566748,64495,"2009-01-30","06:24",68,22.92,55.84,97.06,94.01,13.24,8.82,1.47,0,2.94,0,4.41,0,0,0,0,2.94,10.29,0
568813,148128,"2009-02-05","01:34",37,19.71,50,1,25.77,10.81,2.7,0,0,8.11,0,8.11,8.11,2.7,0,0,2.7,16.22,0
526563,54960,"2008-09-27","11:07",46,80.03,66.81,54.89,99,2.17,0,0,2.17,0,0,8.7,0,0,0,0,4.35,10.87,2.17
664973,149762,"2009-12-15","05:22",49,5.53,11.05,94.52,1,16.33,14.29,0,2.04,0,0,2.04,8.16,0,6.12,0,2.04,14.29,2.04
363541,107588,"2007-02-13","01:35",62,31.06,56.41,20.84,1,8.06,3.23,0,1.61,0,3.23,1.61,9.68,3.23,3.23,1.61,4.84,8.06,0
255033,72197,"2005-12-16","05:31",31,89.12,62.65,60.4,1.23,0,0,0,0,0,0,3.23,6.45,0,3.23,0,6.45,9.68,0
386911,114276,"2007-05-10","11:11",142,14.66,26.31,28.58,77.59,15.49,6.34,0,2.11,7.04,0,5.63,2.82,0,0.7,0,5.63,10.56,0.7
305599,46736,"2006-06-30","05:44",224,78.67,89.42,25.04,50.79,6.25,1.79,0.89,3.57,0,0,3.12,1.79,0,0,0,3.12,12.05,1.34
447033,137261,"2008-03-26","20:48",396,55.86,77.56,44.72,12.41,8.59,5.05,0,1.77,0,1.77,1.26,2.27,0,0.51,0.25,1.26,15.66,0.25
558874,135130,"2009-01-12","16:35",27,55.62,35.54,92.47,25.77,11.11,7.41,0,0,0,3.7,3.7,3.7,0,0,3.7,0,7.41,0
376472,106123,"2007-03-30","21:24",6,99,50,98.01,25.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695897,195149,"2010-04-01","11:09",241,50.48,63,76.38,25.77,8.3,4.98,0.41,2.9,0,0,2.49,2.49,0.41,0.83,0,4.98,9.96,0.41
363803,83259,"2007-02-15","06:40",63,49.61,73.73,8.33,82.57,11.11,4.76,0,4.76,0,1.59,4.76,1.59,0,0,0,4.76,9.52,0
